Response variable,Sample core depth slice,Mean_After_control,Term_var_After_control,Value_var_After_control,SD_After_control,n_After_control,article_id,article_type_id,Trawled/untrawled,Before/After,Experimental/observational,Study type,Harmonized_study type,Location,Region,Longhurst province,Latitude_study,Longitude_study,Water depth (m),Trawling effort_numerical_harmonized,Trawling_effort_GFW,Model_Chl_bottom (mg/m3),Model_Current_velocity (m/s),Model_Dissolved_Oxygen (mol/m3), Model_NO3_bottom (mol/m3),Model_PO4_bottom (mol/m3),Model_Sal_bottom,Model_Silicate_bottom (mol/m3),Model_Temp_bottom,Model_NPP_surface (g/m3/day),dist_shore (m),Time since trawl (days),Time since first disturbance (years),Habitat type_harmonized,Seasonality_harmonized,Trawling gear type_harmonized,Historically fished,Trawling effort_categorical,Trawling effort_units_harmonized,Control_historically_trawled,Mean_After_impact,Term_var_After_impact,Value_var_After_impact,SD_After_impact,n_After_impact,Mean_Before_impact,Term_var_Before_impact,Value_var_Before_impact,SD_Before_impact,n_Before_impact,Mean_Before_control,Term_var_Before_control,Value_var_Before_control,SD_Before_control,n_Before_control
TOC,9-10,0.878662179,SD,0.045264791,0.045264791,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.703815,SD,,,1,,,,,,,,,,
TN,9-10,0.0497575,SD,0.034312357,0.034312357,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.40153,SD,,,1,,,,,,,,,,
TOC/TN,9-10,23.66713482,SD,15.96246882,15.96246882,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,1.752832914,SD,,,1,,,,,,,,,,
Dry bulk density,9-10,0.753001664,SD,0.007000093,0.007000093,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,1.049680627,SD,,,1,,,,,,,,,,
Sand,9-10,0.9415,SD,1.331482069,1.331482069,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,2.827,SD,,,1,,,,,,,,,,
Mud content (< 63 µm),9-10,99.06,SD,1.332189176,1.332189176,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,97.174,SD,,,1,,,,,,,,,,
Silt ,9-10,72.578,SD,2.831255552,2.831255552,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,71.913,SD,,,1,,,,,,,,,,
Clay ,9-10,26.482,SD,4.163444728,4.163444728,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,25.261,SD,,,1,,,,,,,,,,
TC,9-10,2.310955,SD,2.007893345,2.007893345,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,3.20865,SD,,,1,,,,,,,,,,
Gravel,9-10,0,SD,0,0,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0,SD,,,1,,,,,,,,,,
TIC,9-10,2.814385,SD,0.009535001,0.009535001,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,2.504835,SD,,,1,,,,,,,,,,
Total Pb-210,9-10,229.3970348,,10.52734205,10.52734205,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,463,,628.200989,0.06542262,0.0477846,221.533403,2.67906524,0.19758689,38.4891308,2.85254157,13.4072873,0.0031619,13383,,,Mud,Autumn,Otter Trawl,TRUE,,,0,36.34416036,,1.967577547,1.967577547,1,,,,,,,,,,
Excess Pb-210 inventory,Full core,,SD,,,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,,SD,,,2,,,,,,,,,,
Excess Pb-210 penetration depth,Full core,,SD,,,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,,SD,,,2,,,,,,,,,,
SML,Full core,11,SD,4.582575695,4.582575695,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,10.5,SD,0.707106781,0.707106781,2,,,,,,,,,,
TOC,0-1,0.895945769,SD,0.024472399,0.024472399,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.7870925,SD,0.022291541,0.022291541,2,,,,,,,,,,
TN,0-1,0.0916375,SD,0.078407535,0.078407535,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,1.3886125,SD,1.888162489,1.888162489,2,,,,,,,,,,
TOC/TN,0-1,15.660887,SD,13.39289724,13.39289724,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,12.28857076,SD,3.018220389,3.018220389,2,,,,,,,,,,
Dry bulk density,0-1,0.710065778,SD,0.069181657,0.069181657,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.669585249,SD,0.049291746,0.049291746,2,,,,,,,,,,
Sand,0-1,1.651,SD,0.148492424,0.148492424,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,3.093,SD,2.162332537,2.162332537,2,,,,,,,,,,
Mud content (< 63 µm),0-1,98.3505,SD,0.149199531,0.149199531,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,96.908,SD,2.16374675,2.16374675,2,,,,,,,,,,
Silt ,0-1,72.839,SD,3.003789606,3.003789606,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,71.8205,SD,2.047074132,2.047074132,2,,,,,,,,,,
Clay ,0-1,25.5115,SD,3.152989137,3.152989137,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,25.0875,SD,0.116672619,0.116672619,2,,,,,,,,,,
Excess Pb-210,0-1,240.8891078,SD,25.22851331,25.22851331,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,122.2866035,SD,7.798498716,7.798498716,2,,,,,,,,,,
TC,0-1,2.29966,SD,1.96581342,1.96581342,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,3.6553,SD,0.182009285,0.182009285,2,,,,,,,,,,
Gravel,0-1,0,SD,0,0,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0,SD,0,0,2,,,,,,,,,,
TIC,0-1,2.779175,SD,0.010407884,0.010407884,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,2.8682075,SD,0.204300827,0.204300827,2,,,,,,,,,,
Total Pb-210,0-1,253.0498549,,15.12958377,15.12958377,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,152.2866035,SD,7.798498716,7.798498716,2,,,,,,,,,,
TOC,1-2,0.890666282,SD,0.03457575,0.03457575,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.7986925,SD,0.029108051,0.029108051,2,,,,,,,,,,
TN,1-2,0.059435,SD,0.020880863,0.020880863,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,1.3864525,SD,1.937080136,1.937080136,2,,,,,,,,,,
TOC/TN,1-2,16.20319636,SD,5.278946077,5.278946077,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,27.52911219,SD,26.84283455,26.84283455,2,,,,,,,,,,
Dry bulk density,1-2,0.684320646,SD,0.023150601,0.023150601,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.781363902,SD,0.055156397,0.055156397,2,,,,,,,,,,
Sand,1-2,1.001,SD,1.415627776,1.415627776,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,3.119,SD,1.701298916,1.701298916,2,,,,,,,,,,
Mud content (< 63 µm),1-2,98.9995,SD,1.414920669,1.414920669,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,96.883,SD,1.698470488,1.698470488,2,,,,,,,,,,
Silt ,1-2,69.819,SD,2.791657572,2.791657572,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,71.232,SD,0.298399062,0.298399062,2,,,,,,,,,,
Clay ,1-2,29.1805,SD,1.376736903,1.376736903,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,25.651,SD,1.400071427,1.400071427,2,,,,,,,,,,
Excess Pb-210,1-2,258.7283606,,16.92733636,16.92733636,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,123.0451753,SD,7.61106347,7.61106347,2,,,,,,,,,,
TC,1-2,2.32062,SD,2.022438531,2.022438531,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,3.6794,SD,0.1470075,0.1470075,2,,,,,,,,,,
Gravel,1-2,0,SD,0,0,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0,SD,0,0,2,,,,,,,,,,
TIC,1-2,2.825395,SD,0.002450398,0.002450398,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,2.8807075,SD,0.17611555,0.17611555,2,,,,,,,,,,
Dry bulk density,10-11,0.771530477,SD,0.030011804,0.030011804,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.943857946,SD,0.042673449,0.042673449,2,,,,,,,,,,
Excess Pb-210,10-11,190.5992798,SD,8.482758393,8.482758393,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,135.3742967,,9.201395572,9.201395572,1,,,,,,,,,,
Total Pb-210,10-11,214.6010638,,11.44509647,11.44509647,1,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,165.3742967,,8.698602213,8.698602213,1,,,,,,,,,,
Dry bulk density,11-12,0.759910738,SD,0.069856334,0.069856334,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.96101021,SD,0.045180664,0.045180664,2,,,,,,,,,,
Dry bulk density,12-13,0.771469492,SD,0.060762522,0.060762522,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.95777989,SD,0.044261477,0.044261477,2,,,,,,,,,,
Dry bulk density,13-14,0.751306892,SD,0.04396981,0.04396981,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.959329099,SD,0.061566569,0.061566569,2,,,,,,,,,,
TOC,14-15,0.874808333,SD,0.030491218,0.030491218,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.78038,SD,0.017338258,0.017338258,2,,,,,,,,,,
TN,14-15,0.0601725,SD,0.024900765,0.024900765,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,1.38038,SD,1.911875315,1.911875315,2,,,,,,,,,,
TOC/TN,14-15,16.24044778,SD,6.828371966,6.828371966,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,20.27749943,SD,10.68291444,10.68291444,2,,,,,,,,,,
Dry bulk density,14-15,0.789890457,SD,0.033104186,0.033104186,3,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,0.944806184,SD,0.069552248,0.069552248,2,,,,,,,,,,
Sand,14-15,1.1555,SD,0.070003571,0.070003571,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,3.7315,SD,1.942422328,1.942422328,2,,,,,,,,,,
Mud content (< 63 µm),14-15,98.846,SD,0.070710678,0.070710678,2,69,69,Control,After,Observational,Control Impact,Comparative control impact,Palamos Canyon,NW Mediterranean Sea,Mediterranean Sea,41.85018182,3.352636364,541.8380952,,213.0536169,0.020962482,0.044010568,207.7542991,4.729809209,0.282650375,38.50002475,4.517714126,13.26918895,0.002991291,16749.10087,,,Mud,Autumn,Otter Trawl,TRUE,,,0,96.2705,SD,1.945250755,1.945250755,2,,,,,,,,,,
